fed;slot;oh;vfat;channel
1467;3;8;14;6
1467;3;8;14;7
1467;3;8;15;0
1467;3;8;18;126
1467;3;8;20;2
1467;3;8;21;125
1467;3;8;21;126
1467;3;8;22;3
1467;3;9;0;52
1467;3;9;1;118
1467;3;9;1;122
1467;3;9;1;123
1467;3;9;1;127
1467;3;9;2;2
1467;3;9;2;3
1467;3;9;3;2
1467;3;9;3;3
1467;3;9;3;6
1467;3;9;3;7
1467;3;9;3;10
1467;3;9;3;14
1467;3;9;4;122
1467;3;9;5;0
1467;3;9;5;2
1467;3;9;5;3
1467;3;9;6;126
1467;3;9;6;127
1467;3;9;7;2
1467;3;9;8;0
1467;3;9;8;85
1467;3;9;8;96
1467;3;9;8;97
1467;3;9;9;0
1467;3;9;9;2
1467;3;9;10;0
1467;3;9;10;2
1467;3;9;11;0
1467;3;9;11;2
1467;3;9;12;125
1467;3;9;12;126
1467;3;9;13;0
1467;3;9;13;1
1467;3;9;13;2
1467;3;9;14;125
1467;3;9;15;0
1467;3;9;15;2
1467;3;9;16;2
1467;3;9;17;2
1467;3;9;17;3
1467;3;9;18;122
1467;3;9;18;127
1467;3;9;20;7
1467;3;9;20;10
1467;3;9;21;118
1467;3;9;22;6
1467;3;9;22;10
1467;3;10;2;2
1467;3;10;3;2
1467;3;10;4;0
1467;3;10;4;2
1467;3;10;5;0
1467;3;10;5;2
1467;3;10;9;0
1467;3;10;9;2
1467;3;10;10;0
1467;3;10;10;2
1467;3;10;12;2
1467;3;10;13;0
1467;3;10;13;2
1467;3;10;18;107
1467;3;10;18;118
1467;3;10;18;126
1467;3;10;19;126
1467;3;10;20;126
1467;3;10;21;125
1467;3;10;21;126
1467;3;10;22;126
1467;3;10;23;126
1467;3;11;0;126
1467;3;11;1;122
1467;3;11;1;126
1467;3;11;1;127
1467;3;11;2;2
1467;3;11;2;6
1467;3;11;3;0
1467;3;11;3;2
1467;3;11;4;0
1467;3;11;4;2
1467;3;11;4;3
1467;3;11;5;0
1467;3;11;5;2
1467;3;11;5;3
1467;3;11;6;0
1467;3;11;6;2
1467;3;11;7;0
1467;3;11;7;2
1467;3;11;8;0
1467;3;11;8;2
1467;3;11;9;0
1467;3;11;9;2
1467;3;11;10;0
1467;3;11;10;2
1467;3;11;11;0
1467;3;11;12;0
1467;3;11;12;2
1467;3;11;13;0
1467;3;11;13;2
1467;3;11;14;0
1467;3;11;14;2
1467;3;11;14;40
1467;3;11;14;41
1467;3;11;15;0
1467;3;11;15;2
1467;3;11;17;2
1467;3;11;18;125
1467;3;11;18;126
1467;3;11;18;127
1467;3;11;19;125
1467;3;11;19;126
1467;3;11;19;127
1467;3;11;20;122
1467;3;11;20;125
1467;3;11;20;126
1467;3;11;20;127
1467;3;11;21;125
1467;3;11;21;126
1467;3;11;21;127
1467;3;11;22;126
1467;3;11;23;126
1468;3;0;0;126
1468;3;0;1;122
1468;3;0;1;126
1468;3;0;1;127
1468;3;0;2;2
1468;3;0;2;3
1468;3;0;3;0
1468;3;0;4;126
1468;3;0;5;0
1468;3;0;5;1
1468;3;0;5;2
1468;3;0;7;2
1468;3;0;7;3
1468;3;0;8;0
1468;3;0;9;0
1468;3;0;9;2
1468;3;0;10;0
1468;3;0;11;31
1468;3;0;11;34
1468;3;0;11;54
1468;3;0;12;47
1468;3;0;12;82
1468;3;0;12;125
1468;3;0;12;126
1468;3;0;13;0
1468;3;0;13;2
1468;3;0;14;126
1468;3;0;15;0
1468;3;0;16;2
1468;3;0;17;2
1468;3;0;18;126
1468;3;0;19;126
1468;3;0;20;0
1468;3;0;20;2
1468;3;0;20;3
1468;3;0;21;125
1468;3;0;21;126
1468;3;0;22;0
1468;3;0;22;2
1468;3;0;23;126
1468;3;1;0;126
1468;3;1;1;126
1468;3;1;2;2
1468;3;1;2;3
1468;3;1;3;2
1468;3;1;4;125
1468;3;1;4;126
1468;3;1;4;127
1468;3;1;5;0
1468;3;1;5;2
1468;3;1;6;126
1468;3;1;7;0
1468;3;1;7;2
1468;3;1;7;3
1468;3;1;7;121
1468;3;1;7;123
1468;3;1;8;0
1468;3;1;8;2
1468;3;1;9;0
1468;3;1;9;2
1468;3;1;9;3
1468;3;1;10;0
1468;3;1;10;2
1468;3;1;11;0
1468;3;1;11;2
1468;3;1;12;41
1468;3;1;12;47
1468;3;1;12;57
1468;3;1;12;62
1468;3;1;12;63
1468;3;1;12;89
1468;3;1;12;125
1468;3;1;12;126
1468;3;1;13;0
1468;3;1;13;1
1468;3;1;13;2
1468;3;1;13;3
1468;3;1;14;126
1468;3;1;15;0
1468;3;1;15;2
1468;3;1;16;2
1468;3;1;17;0
1468;3;1;17;2
1468;3;1;17;3
1468;3;1;17;6
1468;3;1;18;126
1468;3;1;19;122
1468;3;1;19;126
1468;3;1;20;0
1468;3;1;20;2
1468;3;1;21;125
1468;3;1;21;126
1468;3;1;22;0
1468;3;1;22;2
1468;3;1;23;126
1468;3;2;2;0
1468;3;2;2;2
1468;3;2;3;2
1468;3;2;4;0
1468;3;2;4;2
1468;3;2;5;0
1468;3;2;5;2
1468;3;2;6;2
1468;3;2;7;16
1468;3;2;12;2
1468;3;2;12;3
1468;3;2;18;126
1468;3;2;19;126
1468;3;2;20;126
1468;3;2;21;118
1468;3;2;21;122
1468;3;2;21;126
1468;3;3;1;125
1468;3;3;1;126
1468;3;3;2;0
1468;3;3;2;2
1468;3;3;3;0
1468;3;3;3;2
1468;3;3;4;0
1468;3;3;4;2
1468;3;3;5;2
1468;3;3;7;16
1468;3;3;8;0
1468;3;3;8;2
1468;3;3;8;114
1468;3;3;8;115
1468;3;3;12;0
1468;3;3;12;2
1468;3;3;12;11
1468;3;3;13;0
1468;3;3;15;2
1468;3;4;0;126
1468;3;4;0;127
1468;3;4;1;126
1468;3;4;2;0
1468;3;4;2;2
1468;3;4;2;3
1468;3;4;2;6
1468;3;4;3;2
1468;3;4;3;3
1468;3;4;4;125
1468;3;4;4;126
1468;3;4;4;127
1468;3;4;5;0
1468;3;4;5;2
1468;3;4;5;3
1468;3;4;5;6
1468;3;4;5;16
1468;3;4;5;126
1468;3;4;6;126
1468;3;4;6;127
1468;3;4;7;0
1468;3;4;7;2
1468;3;4;7;7
1468;3;4;7;18
1468;3;4;8;0
1468;3;4;8;2
1468;3;4;9;0
1468;3;4;9;2
1468;3;4;10;0
1468;3;4;10;2
1468;3;4;11;0
1468;3;4;11;2
1468;3;4;12;125
1468;3;4;12;126
1468;3;4;13;0
1468;3;4;13;1
1468;3;4;13;2
1468;3;4;13;3
1468;3;4;13;7
1468;3;4;13;22
1468;3;4;13;26
1468;3;4;14;125
1468;3;4;14;126
1468;3;4;15;0
1468;3;4;15;2
1468;3;4;16;2
1468;3;4;16;3
1468;3;4;17;0
1468;3;4;17;2
1468;3;4;17;3
1468;3;4;18;127
1468;3;4;19;122
1468;3;4;19;126
1468;3;4;19;127
1468;3;4;20;0
1468;3;4;20;2
1468;3;4;20;3
1468;3;4;21;125
1468;3;4;21;126
1468;3;4;22;0
1468;3;4;22;2
1468;3;4;22;3
1468;3;4;23;125
1468;3;4;23;126
1468;3;4;23;127
1468;3;5;0;126
1468;3;5;1;126
1468;3;5;1;127
1468;3;5;2;0
1468;3;5;2;1
1468;3;5;2;2
1468;3;5;2;3
1468;3;5;3;2
1468;3;5;4;125
1468;3;5;4;126
1468;3;5;4;127
1468;3;5;5;0
1468;3;5;5;2
1468;3;5;5;3
1468;3;5;6;122
1468;3;5;6;125
1468;3;5;6;126
1468;3;5;6;127
1468;3;5;7;0
1468;3;5;7;2
1468;3;5;7;3
1468;3;5;8;0
1468;3;5;8;2
1468;3;5;9;0
1468;3;5;9;2
1468;3;5;9;126
1468;3;5;10;0
1468;3;5;10;2
1468;3;5;12;125
1468;3;5;12;126
1468;3;5;12;127
1468;3;5;13;0
1468;3;5;13;2
1468;3;5;13;3
1468;3;5;14;125
1468;3;5;14;126
1468;3;5;15;0
1468;3;5;15;1
1468;3;5;15;2
1468;3;5;15;3
1468;3;5;16;0
1468;3;5;16;2
1468;3;5;16;3
1468;3;5;17;0
1468;3;5;17;2
1468;3;5;17;3
1468;3;5;18;122
1468;3;5;18;125
1468;3;5;18;126
1468;3;5;18;127
1468;3;5;19;126
1468;3;5;20;0
1468;3;5;20;2
1468;3;5;20;3
1468;3;5;21;125
1468;3;5;21;126
1468;3;5;21;127
1468;3;5;22;0
1468;3;5;22;2
1468;3;5;22;3
1468;3;5;23;15
1468;3;5;23;80
1468;3;5;23;81
1468;3;5;23;110
1468;3;5;23;111
1468;3;5;23;125
1468;3;7;1;126
1468;3;7;2;2
1468;3;7;3;2
1468;3;7;4;0
1468;3;7;4;3
1468;3;7;4;6
1468;3;7;5;2
1468;3;7;7;16
1468;3;7;9;0
1468;3;7;9;2
1468;3;7;9;6
1468;3;7;11;0
1468;3;7;12;0
1468;3;7;12;2
1468;3;7;13;0
1468;3;7;13;2
1468;3;7;14;57
1468;3;7;14;60
1468;3;7;14;72
1468;3;7;18;126
1468;3;7;19;104
1468;3;7;19;105
1468;3;7;20;126
1468;3;7;21;27
1468;3;7;21;37
1468;3;7;21;52
1468;3;7;21;65
1468;3;7;21;68
1468;3;7;21;69
1468;3;7;21;72
1468;3;7;21;73
1468;3;7;21;76
1468;3;7;21;95
1468;3;7;21;103
1468;3;7;21;114
1468;3;7;23;126
1468;3;8;0;122
1468;3;8;0;125
1468;3;8;0;126
1468;3;8;0;127
1468;3;8;1;122
1468;3;8;1;125
1468;3;8;1;126
1468;3;8;1;127
1468;3;8;2;0
1468;3;8;2;2
1468;3;8;2;3
1468;3;8;2;6
1468;3;8;2;126
1468;3;8;3;2
1468;3;8;3;3
1468;3;8;4;122
1468;3;8;4;125
1468;3;8;4;126
1468;3;8;4;127
1468;3;8;5;0
1468;3;8;5;2
1468;3;8;6;122
1468;3;8;6;125
1468;3;8;6;126
1468;3;8;6;127
1468;3;8;7;0
1468;3;8;7;2
1468;3;8;7;6
1468;3;8;8;0
1468;3;8;8;2
1468;3;8;8;126
1468;3;8;9;0
1468;3;8;9;2
1468;3;8;9;126
1468;3;8;10;0
1468;3;8;10;2
1468;3;8;11;0
1468;3;8;11;2
1468;3;8;12;121
1468;3;8;12;126
1468;3;8;12;127
1468;3;8;13;0
1468;3;8;13;2
1468;3;8;14;125
1468;3;8;14;126
1468;3;8;14;127
1468;3;8;15;0
1468;3;8;15;1
1468;3;8;15;2
1468;3;8;15;3
1468;3;8;15;4
1468;3;8;15;16
1468;3;8;15;126
1468;3;8;16;0
1468;3;8;16;2
1468;3;8;16;3
1468;3;8;17;0
1468;3;8;17;2
1468;3;8;17;3
1468;3;8;18;106
1468;3;8;18;122
1468;3;8;18;123
1468;3;8;18;125
1468;3;8;18;126
1468;3;8;18;127
1468;3;8;19;122
1468;3;8;19;126
1468;3;8;19;127
1468;3;8;20;2
1468;3;8;20;3
1468;3;8;20;5
1468;3;8;20;6
1468;3;8;20;7
1468;3;8;21;125
1468;3;8;21;126
1468;3;8;21;127
1468;3;8;22;0
1468;3;8;22;2
1468;3;8;22;3
1468;3;8;23;70
1468;3;8;23;94
1468;3;8;23;111
1468;3;8;23;125
1468;3;8;23;126
1468;3;8;23;127
1468;3;9;0;126
1468;3;9;0;127
1468;3;9;1;125
1468;3;9;1;126
1468;3;9;2;2
1468;3;9;3;2
1468;3;9;3;3
1468;3;9;4;125
1468;3;9;4;127
1468;3;9;5;0
1468;3;9;5;2
1468;3;9;6;122
1468;3;9;6;126
1468;3;9;6;127
1468;3;9;8;0
1468;3;9;9;0
1468;3;9;9;2
1468;3;9;9;3
1468;3;9;10;0
1468;3;9;10;2
1468;3;9;10;3
1468;3;9;11;2
1468;3;9;11;3
1468;3;9;12;125
1468;3;9;12;126
1468;3;9;13;0
1468;3;9;13;2
1468;3;9;14;126
1468;3;9;15;0
1468;3;9;15;2
1468;3;9;16;2
1468;3;9;16;55
1468;3;9;17;2
1468;3;9;17;3
1468;3;9;18;126
1468;3;9;19;126
1468;3;9;19;127
1468;3;9;20;0
1468;3;9;20;2
1468;3;9;20;3
1468;3;9;21;125
1468;3;9;21;126
1468;3;9;22;2
1468;3;9;23;126
1468;3;10;0;126
1468;3;10;1;126
1468;3;10;2;0
1468;3;10;2;2
1468;3;10;2;3
1468;3;10;3;2
1468;3;10;4;2
1468;3;10;5;0
1468;3;10;5;2
1468;3;10;5;116
1468;3;10;5;117
1468;3;10;6;0
1468;3;10;6;3
1468;3;10;7;2
1468;3;10;8;0
1468;3;10;9;0
1468;3;10;9;2
1468;3;10;10;0
1468;3;10;10;2
1468;3;10;10;4
1468;3;10;10;5
1468;3;10;11;0
1468;3;10;11;2
1468;3;10;12;0
1468;3;10;12;2
1468;3;10;13;0
1468;3;10;13;2
1468;3;10;14;0
1468;3;10;15;0
1468;3;10;15;61
1468;3;10;16;2
1468;3;10;17;2
1468;3;10;17;3
1468;3;10;18;122
1468;3;10;18;126
1468;3;10;18;127
1468;3;10;19;126
1468;3;10;20;126
1468;3;10;21;0
1468;3;10;21;1
1468;3;10;21;125
1468;3;10;21;126
1468;3;10;23;126
1468;3;11;0;126
1468;3;11;1;126
1468;3;11;1;127
1468;3;11;2;0
1468;3;11;2;2
1468;3;11;2;3
1468;3;11;3;2
1468;3;11;4;0
1468;3;11;4;2
1468;3;11;5;0
1468;3;11;5;2
1468;3;11;6;0
1468;3;11;6;2
1468;3;11;7;2
1468;3;11;8;0
1468;3;11;8;2
1468;3;11;9;0
1468;3;11;10;0
1468;3;11;10;2
1468;3;11;11;2
1468;3;11;12;0
1468;3;11;12;2
1468;3;11;13;0
1468;3;11;13;2
1468;3;11;15;0
1468;3;11;15;2
1468;3;11;16;2
1468;3;11;17;2
1468;3;11;18;125
1468;3;11;18;126
1468;3;11;18;127
1468;3;11;19;126
1468;3;11;20;125
1468;3;11;20;126
1468;3;11;20;127
1468;3;11;21;124
1468;3;11;21;125
1468;3;11;21;126
1468;3;11;22;126
1468;3;11;23;126
1467;5;0;0;125
1467;5;0;0;126
1467;5;0;0;127
1467;5;0;1;125
1467;5;0;1;126
1467;5;0;1;127
1467;5;0;2;0
1467;5;0;2;2
1467;5;0;2;3
1467;5;0;3;0
1467;5;0;3;2
1467;5;0;3;3
1467;5;0;3;6
1467;5;0;3;7
1467;5;0;3;10
1467;5;0;3;11
1467;5;0;4;106
1467;5;0;4;125
1467;5;0;4;126
1467;5;0;4;127
1467;5;0;5;0
1467;5;0;5;2
1467;5;0;6;122
1467;5;0;6;125
1467;5;0;6;126
1467;5;0;6;127
1467;5;0;7;2
1467;5;0;8;0
1467;5;0;8;1
1467;5;0;8;2
1467;5;0;9;0
1467;5;0;9;2
1467;5;0;10;0
1467;5;0;10;2
1467;5;0;11;0
1467;5;0;11;2
1467;5;0;12;125
1467;5;0;12;126
1467;5;0;13;0
1467;5;0;13;1
1467;5;0;13;2
1467;5;0;13;3
1467;5;0;14;125
1467;5;0;14;126
1467;5;0;15;0
1467;5;0;15;1
1467;5;0;15;2
1467;5;0;16;0
1467;5;0;16;2
1467;5;0;17;0
1467;5;0;17;2
1467;5;0;17;3
1467;5;0;18;122
1467;5;0;18;126
1467;5;0;18;127
1467;5;0;19;122
1467;5;0;19;126
1467;5;0;19;127
1467;5;0;20;0
1467;5;0;20;11
1467;5;0;21;122
1467;5;0;21;125
1467;5;0;22;0
1467;5;0;22;1
1467;5;0;22;2
1467;5;0;23;126
1467;5;1;0;126
1467;5;1;1;126
1467;5;1;2;0
1467;5;1;2;2
1467;5;1;3;0
1467;5;1;4;122
1467;5;1;4;125
1467;5;1;4;126
1467;5;1;4;127
1467;5;1;5;0
1467;5;1;5;2
1467;5;1;6;126
1467;5;1;6;127
1467;5;1;7;2
1467;5;1;7;3
1467;5;1;8;0
1467;5;1;8;2
1467;5;1;9;0
1467;5;1;9;2
1467;5;1;10;0
1467;5;1;11;31
1467;5;1;11;34
1467;5;1;11;50
1467;5;1;11;54
1467;5;1;12;47
1467;5;1;12;126
1467;5;1;13;0
1467;5;1;13;1
1467;5;1;13;2
1467;5;1;13;5
1467;5;1;14;125
1467;5;1;14;126
1467;5;1;15;2
1467;5;1;16;2
1467;5;1;17;2
1467;5;1;18;126
1467;5;1;18;127
1467;5;1;19;126
1467;5;1;19;127
1467;5;1;20;0
1467;5;1;20;2
1467;5;1;20;3
1467;5;1;21;92
1467;5;1;21;93
1467;5;1;21;125
1467;5;1;21;126
1467;5;1;22;0
1467;5;1;22;2
1467;5;1;23;126
1467;5;2;0;70
1467;5;2;0;71
1467;5;2;0;126
1467;5;2;2;2
1467;5;2;3;2
1467;5;2;4;0
1467;5;2;4;2
1467;5;2;5;0
1467;5;2;5;2
1467;5;2;8;0
1467;5;2;8;2
1467;5;2;9;2
1467;5;2;10;2
1467;5;2;11;2
1467;5;2;12;45
1467;5;2;12;46
1467;5;2;13;0
1467;5;2;15;0
1467;5;2;17;31
1467;5;2;18;126
1467;5;2;19;122
1467;5;2;19;126
1467;5;2;19;127
1467;5;2;20;126
1467;5;2;21;126
1467;5;2;22;126
1467;5;2;23;99
1467;5;2;23;102
1467;5;3;0;126
1467;5;3;1;126
1467;5;3;2;0
1467;5;3;2;2
1467;5;3;2;3
1467;5;3;3;2
1467;5;3;4;0
1467;5;3;4;2
1467;5;3;4;3
1467;5;3;5;0
1467;5;3;5;2
1467;5;3;6;0
1467;5;3;6;2
1467;5;3;7;2
1467;5;3;8;0
1467;5;3;8;2
1467;5;3;10;0
1467;5;3;10;2
1467;5;3;11;2
1467;5;3;12;0
1467;5;3;12;2
1467;5;3;13;0
1467;5;3;13;2
1467;5;3;15;0
1467;5;3;15;2
1467;5;3;16;2
1467;5;3;16;3
1467;5;3;17;2
1467;5;3;18;122
1467;5;3;18;126
1467;5;3;18;127
1467;5;3;19;122
1467;5;3;19;126
1467;5;3;20;126
1467;5;3;22;126
1467;5;3;23;126
1467;5;4;0;126
1467;5;4;1;126
1467;5;4;2;2
1467;5;4;2;3
1467;5;4;3;2
1467;5;4;4;126
1467;5;4;5;0
1467;5;4;5;2
1467;5;4;5;3
1467;5;4;6;125
1467;5;4;6;126
1467;5;4;7;2
1467;5;4;8;0
1467;5;4;9;0
1467;5;4;9;2
1467;5;4;10;0
1467;5;4;10;2
1467;5;4;11;34
1467;5;4;12;47
1467;5;4;12;126
1467;5;4;13;0
1467;5;4;13;2
1467;5;4;15;0
1467;5;4;15;2
1467;5;4;16;2
1467;5;4;17;2
1467;5;4;18;126
1467;5;4;19;126
1467;5;4;20;0
1467;5;4;20;2
1467;5;4;21;125
1467;5;4;21;126
1467;5;4;22;0
1467;5;4;22;1
1467;5;4;22;2
1467;5;4;23;126
1467;5;5;0;126
1467;5;5;0;127
1467;5;5;1;126
1467;5;5;1;127
1467;5;5;2;2
1467;5;5;3;0
1467;5;5;3;2
1467;5;5;4;126
1467;5;5;5;0
1467;5;5;5;2
1467;5;5;6;126
1467;5;5;7;2
1467;5;5;9;0
1467;5;5;9;2
1467;5;5;10;0
1467;5;5;10;2
1467;5;5;11;34
1467;5;5;12;50
1467;5;5;12;126
1467;5;5;13;0
1467;5;5;13;1
1467;5;5;13;2
1467;5;5;13;3
1467;5;5;16;2
1467;5;5;17;2
1467;5;5;17;6
1467;5;5;18;1
1467;5;5;18;126
1467;5;5;19;126
1467;5;5;20;2
1467;5;5;21;125
1467;5;5;21;126
1467;5;5;22;2
1467;5;5;23;126
1467;5;6;2;2
1467;5;6;3;2
1467;5;6;4;0
1467;5;6;4;2
1467;5;6;4;3
1467;5;6;5;0
1467;5;6;5;2
1467;5;6;7;0
1467;5;6;7;2
1467;5;6;9;0
1467;5;6;9;2
1467;5;6;10;0
1467;5;6;10;2
1467;5;6;18;126
1467;5;6;19;126
1467;5;6;19;127
1467;5;6;20;126
1467;5;6;21;126
1467;5;7;0;126
1467;5;7;1;126
1467;5;7;2;0
1467;5;7;2;2
1467;5;7;2;3
1467;5;7;2;6
1467;5;7;3;0
1467;5;7;3;2
1467;5;7;3;3
1467;5;7;4;0
1467;5;7;4;2
1467;5;7;4;3
1467;5;7;5;0
1467;5;7;5;2
1467;5;7;5;3
1467;5;7;5;6
1467;5;7;5;10
1467;5;7;5;14
1467;5;7;6;0
1467;5;7;6;2
1467;5;7;6;3
1467;5;7;7;0
1467;5;7;7;10
1467;5;7;8;0
1467;5;7;8;2
1467;5;7;9;0
1467;5;7;9;2
1467;5;7;10;0
1467;5;7;10;2
1467;5;7;11;0
1467;5;7;11;2
1467;5;7;12;0
1467;5;7;12;1
1467;5;7;12;2
1467;5;7;13;0
1467;5;7;13;2
1467;5;7;14;0
1467;5;7;14;2
1467;5;7;15;0
1467;5;7;15;2
1467;5;7;15;34
1467;5;7;15;43
1467;5;7;16;2
1467;5;7;17;2
1467;5;7;18;108
1467;5;7;18;109
1467;5;7;18;126
1467;5;7;19;114
1467;5;7;19;115
1467;5;7;19;122
1467;5;7;19;123
1467;5;7;19;125
1467;5;7;19;126
1467;5;7;19;127
1467;5;7;20;122
1467;5;7;20;125
1467;5;7;20;126
1467;5;7;20;127
1467;5;7;21;122
1467;5;7;21;124
1467;5;7;21;125
1467;5;7;21;126
1467;5;7;21;127
1467;5;7;22;126
1467;5;7;23;126
1467;5;8;1;126
1467;5;8;2;2
1467;5;8;5;0
1467;5;8;5;2
1467;5;8;6;126
1467;5;8;9;2
1467;5;8;10;0
1467;5;8;10;2
1467;5;8;13;0
1467;5;8;13;1
1467;5;8;13;2
1467;5;8;13;3
1467;5;8;17;2
1467;5;8;18;126
1467;5;8;19;126
1467;5;8;21;125
1467;5;8;21;126
1467;5;9;1;126
1467;5;9;2;2
1467;5;9;4;126
1467;5;9;5;0
1467;5;9;5;2
1467;5;9;5;3
1467;5;9;6;126
1467;5;9;8;0
1467;5;9;9;0
1467;5;9;9;2
1467;5;9;10;0
1467;5;9;10;2
1467;5;9;11;31
1467;5;9;11;34
1467;5;9;11;54
1467;5;9;13;0
1467;5;9;13;2
1467;5;9;15;0
1467;5;9;17;2
1467;5;9;18;126
1467;5;9;21;125
1467;5;9;21;126
1467;5;9;23;110
1467;5;10;2;2
1467;5;10;3;2
1467;5;10;4;2
1467;5;10;5;2
1467;5;10;8;0
1467;5;10;9;0
1467;5;10;9;2
1467;5;10;11;2
1467;5;10;12;2
1467;5;10;13;0
1467;5;10;18;126
1467;5;10;18;127
1467;5;10;19;126
1467;5;10;20;126
1467;5;11;1;126
1467;5;11;2;2
1467;5;11;2;3
1467;5;11;3;2
1467;5;11;4;0
1467;5;11;4;2
1467;5;11;5;0
1467;5;11;5;2
1467;5;11;5;3
1467;5;11;8;0
1467;5;11;9;0
1467;5;11;9;2
1467;5;11;10;0
1467;5;11;12;2
1467;5;11;13;0
1467;5;11;13;2
1467;5;11;18;126
1467;5;11;19;126
1467;5;11;19;127
1467;5;11;20;126
1467;5;11;21;126
1468;5;0;0;126
1468;5;0;0;127
1468;5;0;1;122
1468;5;0;1;125
1468;5;0;1;126
1468;5;0;1;127
1468;5;0;2;0
1468;5;0;2;1
1468;5;0;2;2
1468;5;0;2;3
1468;5;0;2;6
1468;5;0;2;126
1468;5;0;3;0
1468;5;0;3;2
1468;5;0;3;3
1468;5;0;4;122
1468;5;0;4;125
1468;5;0;4;126
1468;5;0;4;127
1468;5;0;5;0
1468;5;0;5;2
1468;5;0;5;3
1468;5;0;6;122
1468;5;0;6;125
1468;5;0;6;126
1468;5;0;6;127
1468;5;0;7;0
1468;5;0;7;2
1468;5;0;7;3
1468;5;0;7;6
1468;5;0;8;0
1468;5;0;8;1
1468;5;0;8;2
1468;5;0;8;126
1468;5;0;9;0
1468;5;0;9;2
1468;5;0;9;126
1468;5;0;10;0
1468;5;0;10;1
1468;5;0;10;2
1468;5;0;10;3
1468;5;0;10;126
1468;5;0;11;0
1468;5;0;11;2
1468;5;0;12;125
1468;5;0;12;126
1468;5;0;12;127
1468;5;0;13;0
1468;5;0;13;1
1468;5;0;13;2
1468;5;0;13;3
1468;5;0;14;124
1468;5;0;14;125
1468;5;0;14;126
1468;5;0;15;0
1468;5;0;15;1
1468;5;0;15;2
1468;5;0;15;3
1468;5;0;15;126
1468;5;0;16;0
1468;5;0;16;2
1468;5;0;16;3
1468;5;0;17;0
1468;5;0;17;2
1468;5;0;17;3
1468;5;0;18;122
1468;5;0;18;125
1468;5;0;18;126
1468;5;0;18;127
1468;5;0;19;122
1468;5;0;19;125
1468;5;0;19;126
1468;5;0;19;127
1468;5;0;20;0
1468;5;0;20;2
1468;5;0;20;3
1468;5;0;20;6
1468;5;0;21;125
1468;5;0;21;126
1468;5;0;21;127
1468;5;0;22;0
1468;5;0;22;2
1468;5;0;22;3
1468;5;0;22;6
1468;5;0;23;125
1468;5;0;23;126
1468;5;0;23;127
1468;5;1;0;126
1468;5;1;0;127
1468;5;1;1;122
1468;5;1;1;125
1468;5;1;1;126
1468;5;1;1;127
1468;5;1;2;0
1468;5;1;2;2
1468;5;1;2;3
1468;5;1;3;2
1468;5;1;4;122
1468;5;1;4;125
1468;5;1;4;126
1468;5;1;4;127
1468;5;1;5;0
1468;5;1;5;2
1468;5;1;5;3
1468;5;1;6;122
1468;5;1;6;125
1468;5;1;6;126
1468;5;1;6;127
1468;5;1;7;0
1468;5;1;7;2
1468;5;1;8;0
1468;5;1;8;2
1468;5;1;9;0
1468;5;1;9;2
1468;5;1;10;0
1468;5;1;10;2
1468;5;1;11;2
1468;5;1;12;125
1468;5;1;12;126
1468;5;1;13;0
1468;5;1;13;1
1468;5;1;13;2
1468;5;1;13;3
1468;5;1;14;125
1468;5;1;14;126
1468;5;1;15;0
1468;5;1;15;2
1468;5;1;15;3
1468;5;1;16;0
1468;5;1;16;2
1468;5;1;16;3
1468;5;1;17;0
1468;5;1;17;2
1468;5;1;17;3
1468;5;1;18;122
1468;5;1;18;125
1468;5;1;18;126
1468;5;1;18;127
1468;5;1;19;126
1468;5;1;20;0
1468;5;1;20;2
1468;5;1;20;3
1468;5;1;21;125
1468;5;1;21;126
1468;5;1;21;127
1468;5;1;22;0
1468;5;1;22;2
1468;5;1;22;3
1468;5;1;23;126
1468;5;1;23;127
1468;5;2;0;118
1468;5;2;1;125
1468;5;2;1;126
1468;5;2;1;127
1468;5;2;2;0
1468;5;2;2;2
1468;5;2;2;3
1468;5;2;3;0
1468;5;2;3;2
1468;5;2;4;0
1468;5;2;4;2
1468;5;2;5;0
1468;5;2;5;1
1468;5;2;5;2
1468;5;2;5;3
1468;5;2;5;6
1468;5;2;5;126
1468;5;2;6;0
1468;5;2;6;2
1468;5;2;6;3
1468;5;2;7;0
1468;5;2;7;2
1468;5;2;8;0
1468;5;2;8;2
1468;5;2;8;126
1468;5;2;9;0
1468;5;2;9;1
1468;5;2;9;2
1468;5;2;10;0
1468;5;2;10;2
1468;5;2;11;0
1468;5;2;11;2
1468;5;2;12;0
1468;5;2;12;1
1468;5;2;12;2
1468;5;2;13;0
1468;5;2;13;2
1468;5;2;14;0
1468;5;2;14;2
1468;5;2;15;0
1468;5;2;15;1
1468;5;2;15;2
1468;5;2;16;0
1468;5;2;16;2
1468;5;2;17;2
1468;5;2;18;125
1468;5;2;18;126
1468;5;2;18;127
1468;5;2;19;125
1468;5;2;19;126
1468;5;2;19;127
1468;5;2;20;125
1468;5;2;20;126
1468;5;2;20;127
1468;5;2;21;122
1468;5;2;21;124
1468;5;2;21;125
1468;5;2;21;126
1468;5;2;21;127
1468;5;2;22;126
1468;5;2;23;125
1468;5;2;23;126
1468;5;2;23;127
1468;5;3;0;93
1468;5;3;0;126
1468;5;3;1;126
1468;5;3;2;0
1468;5;3;2;2
1468;5;3;2;3
1468;5;3;3;0
1468;5;3;3;2
1468;5;3;3;3
1468;5;3;4;0
1468;5;3;4;2
1468;5;3;4;3
