692076576,127
692076576,0
692076576,1
691552288,127
691552288,0
691552288,1
691028000,127
691028000,0
691028000,1
690503712,127
690503712,0
690503712,1
689979424,127
689979424,0
689979424,1
689455136,127
689455136,0
689455136,1
688930848,2
688930848,127
688930848,0
688930848,1
688406560,127
688406560,0
692076576,255
692076576,128
692076576,129
692076576,191
691552288,255
691552288,254
691552288,128
691552288,129
691552288,191
691028000,255
691028000,128
691028000,129
689979424,255
689979424,128
689979424,129
689455136,255
689455136,254
689455136,128
689455136,129
689455136,253
689455136,191
688930848,192
688930848,254
688930848,255
688930848,128
688930848,129
688406560,255
688406560,254
688406560,128
688406560,129
692076576,256
692076576,383
692076576,382
691552288,256
691552288,383
691552288,382
691552288,380
691028000,381
691028000,256
691028000,383
691028000,382
690503712,383
690503712,382
689979424,256
689979424,383
689979424,382
689455136,256
689455136,383
689455136,382
688930848,256
688930848,383
688930848,382
688406560,383
692092960,0
692092960,1
691568672,127
691568672,0
691568672,1
691044384,127
691044384,0
691044384,1
690520096,127
690520096,0
690520096,119
690520096,117
689995808,127
689995808,0
689995808,1
689471520,127
689471520,0
688947232,3
688947232,127
688947232,0
688947232,1
688422944,127
688422944,2
688422944,101
688422944,100
692092960,255
692092960,128
692092960,247
692092960,226
692092960,225
692092960,191
691568672,255
691568672,128
691044384,255
691044384,128
690520096,129
690520096,144
689995808,255
689995808,128
689471520,255
689471520,254
689471520,128
689471520,129
688947232,255
688947232,128
688422944,255
688422944,128
692092960,256
692092960,383
692092960,382
691568672,256
691568672,378
691044384,256
691044384,383
691044384,382
690520096,383
689995808,256
689995808,383
689995808,382
689471520,256
689471520,383
689471520,382
688947232,256
688422944,256
688422944,383
688422944,382
692076832,0
691552544,0
691552544,1
691028256,0
691028256,1
690503968,0
690503968,1
689979680,127
689979680,0
689979680,1
689455392,126
689455392,0
689455392,1
689455392,125
689455392,2
688931104,127
688931104,0
688406816,127
688406816,0
692076832,255
691552544,255
691552544,128
691028256,255
691028256,128
689979680,255
689979680,128
689979680,129
689455392,254
689455392,128
688931104,255
688406816,255
688406816,128
691552544,383
691028256,256
691028256,383
690503968,383
689979680,256
689979680,383
689979680,382
689455392,256
689455392,383
688931104,383
688406816,287
688406816,383
691044640,0
691044640,1
691044640,2
690520352,0
689996064,0
689471776,0
689471776,1
688947488,127
688423200,127
688423200,126
691568928,255
691568928,128
691044640,255
689471776,255
689471776,128
691568928,377
691568928,374
691044640,383
690520352,383
689996064,383
689471776,383
692077088,0
691552800,0
691028512,0
689979936,110
689979936,111
689979936,0
689455648,127
689455648,0
689455648,1
689455648,120
689455648,6
688931360,0
688931360,1
691552800,255
691028512,255
691028512,128
689979936,220
689455648,255
689455648,254
689455648,128
688931360,255
688931360,128
691552800,383
691028512,383
690504224,383
689979936,256
689979936,383
689455648,304
689455648,372
689455648,378
689455648,383
688931360,256
688931360,383
691569184,0
691569184,1
691044896,0
690520608,0
690520608,1
689996320,2
689996320,0
689996320,1
689472032,127
689472032,0
688947744,0
688947744,1
688423456,0
691569184,255
691569184,128
691044896,255
691044896,128
689996320,128
689472032,255
689472032,254
689472032,128
688423456,255
688423456,128
691569184,383
691569184,382
691044896,379
691044896,383
691044896,382
690520608,383
689996320,256
689996320,383
689472032,256
689472032,383
688947744,256
688947744,383
688423456,383
691028768,0
690504480,0
689980192,127
689980192,0
689980192,1
691553056,255
691553056,128
689980192,128
689455904,255
689455904,128
688931616,226
688931616,225
688931616,219
692077344,280
691028768,383
690504480,383
689980192,382
691569440,0
691045152,0
690520864,127
690520864,0
689996576,127
689996576,0
689472288,127
689472288,0
692093728,128
691569440,128
689996576,128
689472288,255
688423712,128
691045152,383
691045152,382
690520864,383
689996576,383
689472288,383
688423712,324
688423712,325
688423712,383
692077600,0
691553312,0
691553312,1
691029024,0
689980448,0
689456160,127
689456160,0
688931872,0
688407584,0
692077600,255
691553312,255
691553312,128
691029024,128
689980448,143
689456160,255
689456160,254
689456160,128
688407584,255
688407584,128
691553312,383
691029024,383
689980448,383
689456160,256
689456160,382
688931872,256
688931872,257
688931872,383
688931872,258
688931872,259
688931872,260
688931872,261
688931872,262
688931872,263
688407584,383
692093984,0
692093984,1
691569696,127
691569696,0
691569696,1
691045408,127
691045408,0
691045408,1
690521120,0
690521120,1
689996832,127
689996832,0
689996832,1
689472544,127
689472544,0
689472544,1
688948256,127
688948256,0
688948256,1
688423968,127
688423968,0
692093984,255
692093984,128
691569696,255
691569696,128
691045408,255
691045408,128
690521120,255
690521120,154
689472544,255
689472544,128
688948256,255
688948256,128
688423968,255
688423968,128
692093984,383
691569696,256
691569696,383
691569696,382
691045408,256
691045408,383
691045408,382
690521120,383
689996832,256
689996832,383
689996832,382
689472544,256
689472544,383
688948256,256
688948256,383
688948256,382
688423968,283
688423968,280
688423968,256
688423968,383
688423968,382
691029280,0
689980704,127
689980704,0
689456416,0
688407840,109
692077856,255
692077856,128
691029280,128
690504992,128
689980704,128
689456416,255
690504992,383
689980704,383
688932128,285
691045664,0
690521376,0
689997088,127
689472800,0
691045664,128
689472800,255
691045664,373
691045664,377
691045664,379
691045664,378
691045664,381
691045664,383
691045664,382
690521376,383
690521376,382
689997088,272
689997088,271
689997088,256
689997088,383
692076578,0
691552290,0
691028002,127
691028002,0
690503714,0
689979426,127
689979426,0
689979426,1
689455138,127
689455138,0
688930850,0
692076578,255
692076578,128
691552290,255
691552290,128
691028002,255
691028002,128
689979426,168
689979426,167
689979426,161
689979426,160
689455138,255
689455138,128
689455138,129
688406562,255
688406562,254
688406562,128
691552290,383
691028002,383
690503714,383
689979426,256
689979426,383
689455138,256
689455138,383
689455138,382
688930850,256
688930850,383
688406562,383
692092962,127
692092962,0
692092962,1
691568674,127
691568674,0
691568674,1
691044386,127
691044386,0
691044386,1
691044386,2
690520098,127
690520098,0
689995810,2
689995810,127
689995810,0
689995810,1
689471522,127
689471522,0
689471522,1
688947234,2
688947234,127
688947234,0
688947234,1
688422946,127
688422946,0
688422946,1
692092962,255
692092962,128
692092962,129
692092962,253
691568674,255
691568674,128
691044386,255
691044386,128
690520098,255
690520098,128
690520098,129
690520098,142
690520098,144
689995810,255
689995810,128
689471522,255
689471522,254
689471522,128
689471522,129
688947234,255
688947234,128
688422946,255
688422946,254
688422946,128
692092962,256
692092962,383
692092962,382
691568674,256
691568674,383
691568674,382
691044386,381
691044386,256
691044386,383
691044386,382
690520098,383
690520098,382
689995810,256
689995810,257
689995810,380
689471522,256
689471522,383
689471522,382
688947234,256
688947234,383
688947234,382
688422946,372
688422946,376
688422946,256
688422946,383
691028258,0
690503970,0
689979682,127
689979682,0
689455394,0
692076834,255
691552546,128
689979682,128
689455394,255
689455394,254
688406818,128
688406818,130
691028258,383
690503970,381
690503970,382
689979682,383
689455394,383
688406818,383
691568930,0
691044642,127
691044642,0
691044642,124
690520354,0
689996066,127
689996066,0
689471778,127
689471778,0
692093218,255
691568930,255
691044642,255
689996066,255
689996066,128
689471778,128
691044642,383
690520354,383
689996066,383
689471778,381
689471778,383
692077090,0
692077090,1
691552802,127
691552802,0
691552802,1
691028514,127
691028514,0
691028514,1
690504226,0
690504226,1
689979938,127
689979938,0
689979938,1
689455650,127
689455650,0
689455650,1
688931362,0
688407074,0
692077090,255
692077090,128
691552802,255
691552802,128
691028514,255
691028514,128
691028514,129
689979938,255
689979938,128
689455650,255
689455650,254
689455650,128
688407074,255
688407074,254
688407074,128
692077090,383
691552802,256
691552802,383
691552802,382
691552802,381
691028514,383
690504226,383
689979938,256
689979938,383
689979938,382
689455650,256
689455650,383
689455650,382
688931362,256
688931362,257
688931362,383
688931362,259
688407074,383
692093474,0
692093474,1
691569186,2
691569186,0
691044898,127
691044898,0
690520610,0
690520610,1
690520610,2
690520610,3
690520610,4
690520610,6
689996322,2
689996322,0
689996322,1
689472034,127
689472034,0
689472034,1
688947746,15
688947746,2
688947746,127
688947746,0
688947746,1
688423458,0
692093474,255
692093474,128
691569186,255
691569186,128
691044898,255
691044898,128
690520610,255
690520610,128
689996322,255
689996322,128
689472034,255
689472034,128
689472034,129
688947746,254
688947746,255
688947746,128
688423458,255
692093474,383
691569186,383
691044898,383
691044898,382
690520610,379
690520610,381
690520610,383
690520610,382
689996322,383
689996322,382
689472034,256
689472034,383
689472034,382
688947746,383
688423458,349
688423458,383
691028770,0
690504482,0
690504482,1
690504482,2
689980194,0
691553058,255
691553058,128
691028770,255
691028770,128
689980194,128
689455906,255
689455906,128
688931618,226
688931618,219
691028770,383
690504482,381
690504482,383
689980194,383
689455906,383
691045154,0
690520866,0
689996578,127
689996578,0
689472290,127
689472290,0
689472290,1
688423714,119
691045154,128
689996578,255
689996578,128
689472290,255
691045154,383
690520866,383
689996578,383
692077602,2
692077602,127
692077602,0
692077602,1
691553314,127
691553314,0
691553314,1
691029026,127
691029026,0
691029026,1
690504738,127
690504738,0
689980450,2
689980450,127
689980450,0
689980450,1
689456162,127
689456162,0
689456162,1
688931874,0
688407586,127
688407586,0
688407586,1
692077602,255
692077602,254
692077602,128
692077602,191
691553314,255
691553314,128
691029026,255
691029026,128
689980450,255
689980450,128
689456162,255
689456162,128
688931874,128
688407586,255
688407586,254
688407586,128
692077602,256
692077602,383
691553314,256
691553314,383
691553314,382
691029026,256
691029026,383
691029026,382
690504738,383
689980450,256
689980450,383
689980450,382
689456162,264
689456162,263
689456162,256
689456162,383
689456162,382
688931874,256
688931874,383
688931874,382
688407586,383
692093986,0
692093986,1
691569698,0
691045410,0
690521122,127
689996834,127
689996834,0
689472546,127
689472546,0
689472546,1
688948258,127
688948258,0
688423970,0
692093986,255
691045410,255
691045410,128
690521122,144
690521122,154
690521122,217
689996834,160
689996834,151
689996834,150
689996834,237
689996834,144
689472546,255
689472546,254
689472546,128
689472546,129
692093986,383
691569698,383
691569698,382
691045410,380
690521122,383
689996834,256
689996834,383
689472546,256
689472546,383
688948258,256
688948258,257
688948258,258
688948258,259
688948258,261
688948258,262
688948258,263
688948258,266
688423970,383
691029282,0
690504994,0
689980706,127
689980706,0
689456418,127
689456418,0
689456418,1
689456418,4
688932130,0
688407842,119
691029282,128
689456418,255
688932130,225
691029282,383
690504994,383
689980706,383
691045666,0
690521378,0
689997090,127
689997090,0
689472802,127
689472802,0
688948514,0
692094242,255
691045666,128
689997090,255
689997090,128
689472802,255
689472802,128
692094242,383
691045666,383
691045666,382
690521378,383
689997090,379
